type,aux info,tag used,org_type,old_label,type_original,area_m2
RES,residential_types,building:house,RES,Single Family Detached,RES,131.39975717378644
RES,residential_types,building:house,RES,Single Family Detached,RES,189.74351043386247
RES,residential_types,building:house,RES,Single Family Detached,RES,126.6531708476614
RES,residential_types,building:house,RES,Single Family Detached,RES,135.57398240807757
RES,residential_types,building:house,RES,Single Family Detached,RES,126.91912446691694
RES,residential_types,building:house,RES,Single Family Detached,RES,128.60191902676524
RES,residential_types,building:house,RES,Single Family Detached,RES,157.63691831894877
RES,residential_types,building:house,RES,Single Family Detached,RES,107.64630694435088
RES,residential_types,building:house,RES,Single Family Detached,RES,132.98611792258217
RES,residential_types,building:house,RES,Single Family Detached,RES,231.29875445555342
RES,residential_types,building:house,RES,Single Family Detached,RES,127.2520344373936
RES,residential_types,building:house,RES,Single Family Detached,RES,181.5910376744618
RES,residential_types,building:house,RES,Single Family Detached,RES,176.80422006980743
RES,residential_types,building:house,RES,Single Family Detached,RES,224.44153523361854
RES,residential_types,building:house,RES,Single Family Detached,RES,123.64248530888537
RES,residential_types,building:house,RES,Single Family Detached,RES,129.59546759367387
RES,residential_types,building:house,RES,Single Family Detached,RES,172.69598000493033
RES,residential_types,building:house,RES,Single Family Detached,RES,122.05730376262048
RES,residential_types,building:house,RES,Single Family Detached,RES,124.17455465378673
RES,residential_types,building:house,RES,Single Family Detached,RES,156.99242224584336
RES,residential_types,building:house,RES,Single Family Detached,RES,130.45060926924452
RES,residential_types,building:house,RES,Single Family Detached,RES,125.47774157282387
RES,residential_types,building:house,RES,Single Family Detached,RES,131.47166577367074
RES,residential_types,building:house,RES,Single Family Detached,RES,130.29465098670846
RES,residential_types,building:house,RES,Single Family Detached,RES,129.89866121275054
RES,residential_types,building:house,RES,Single Family Detached,RES,157.6277749790544
RES,residential_types,building:house,RES,Single Family Detached,RES,156.70543769864594
RES,residential_types,building:house,RES,Single Family Detached,RES,140.25813113817878
RES,residential_types,building:house,RES,Single Family Detached,RES,159.21967021517298
RES,residential_types,building:house,RES,Single Family Detached,RES,177.86104187119818
RES,residential_types,building:house,RES,Single Family Detached,RES,132.75823925699768
RES,residential_types,building:house,RES,Single Family Detached,RES,237.26380349852545
RES,residential_types,building:house,RES,Single Family Detached,RES,137.36809440872975
RES,residential_types,building:house,RES,Single Family Detached,RES,132.66399969796583
RES,residential_types,building:house,RES,Single Family Detached,RES,126.93990264230308
RES,residential_types,building:house,RES,Single Family Detached,RES,127.1014144946124
RES,residential_types,building:house,RES,Single Family Detached,RES,133.29950705740345
RES,residential_types,building:house,RES,Single Family Detached,RES,117.92955489049974
RES,residential_types,building:house,RES,Single Family Detached,RES,125.54506738180623
RES,residential_types,building:house,RES,Single Family Detached,RES,125.58996686353294
RES,residential_types,building:house,RES,Single Family Detached,RES,125.49690965575952
RES,residential_types,building:house,RES,Single Family Detached,RES,157.32187036790737
RES,residential_types,building:house,RES,Single Family Detached,RES,112.26988987330586
RES,residential_types,building:house,RES,Single Family Detached,RES,104.97059655649852
RES,residential_types,building:house,RES,Single Family Detached,RES,123.84229718128597
RES,residential_types,building:house,RES,Single Family Detached,RES,140.8028987308663
RES,residential_types,building:house,RES,Single Family Detached,RES,122.42130441293234
RES,residential_types,building:house,RES,Single Family Detached,RES,106.7076562155282
RES,residential_types,building:house,RES,Single Family Detached,RES,124.08730025085846
RES,residential_types,building:house,RES,Single Family Detached,RES,106.90313868739736
RES,residential_types,building:house,RES,Single Family Detached,RES,133.78994255471918
RES,residential_types,building:house,RES,Single Family Detached,RES,137.35350957893655
RES,residential_types,building:house,RES,Single Family Detached,RES,124.86670961582774
RES,residential_types,building:house,RES,Single Family Detached,RES,111.93192277007336
RES,residential_types,building:house,RES,Single Family Detached,RES,137.0774507231265
RES,residential_types,building:house,RES,Single Family Detached,RES,100.72068894895239
RES,residential_types,building:house,RES,Single Family Detached,RES,121.95151973482193
RES,residential_types,building:house,RES,Single Family Detached,RES,174.68947024213762
RES,residential_types,building:house,RES,Single Family Detached,RES,195.70139353329975
RES,residential_types,building:house,RES,Single Family Detached,RES,232.5553994989713
RES,residential_types,building:house,RES,Single Family Detached,RES,134.30718234398202
RES,residential_types,building:house,RES,Single Family Detached,RES,114.60094834657018
RES,residential_types,building:house,RES,Single Family Detached,RES,122.44697806701666
RES,residential_types,building:house,RES,Single Family Detached,RES,142.16918042431843
RES,residential_types,building:house,RES,Single Family Detached,RES,188.44187833742336
RES,residential_types,building:house,RES,Single Family Detached,RES,133.15833000541426
RES,residential_types,building:house,RES,Single Family Detached,RES,144.37409169625622
RES,residential_types,building:house,RES,Single Family Detached,RES,124.60940139992113
RES,residential_types,building:house,RES,Single Family Detached,RES,127.89893704157197
RES,residential_types,building:house,RES,Single Family Detached,RES,121.99160332884259
RES,residential_types,building:house,RES,Single Family Detached,RES,161.97061639216963
RES,residential_types,building:house,RES,Single Family Detached,RES,140.01134584901257
RES,residential_types,building:house,RES,Single Family Detached,RES,125.51999051440687
RES,residential_types,building:house,RES,Single Family Detached,RES,123.4852085685842
RES,residential_types,building:house,RES,Single Family Detached,RES,186.22817642548821
RES,residential_types,building:house,RES,Single Family Detached,RES,172.83530466511127
RES,residential_types,building:house,RES,Single Family Detached,RES,123.74739075292737
RES,residential_types,building:house,RES,Single Family Detached,RES,125.51700891493985
RES,residential_types,building:house,RES,Single Family Detached,RES,124.3230847297773
RES,residential_types,building:house,RES,Single Family Detached,RES,121.54476282733538
RES,residential_types,building:house,RES,Single Family Detached,RES,129.67276664030658
RES,residential_types,building:house,RES,Single Family Detached,RES,124.70340690283187
RES,residential_types,building:house,RES,Single Family Detached,RES,113.52595654491172
RES,residential_types,building:house,RES,Single Family Detached,RES,125.13915766346781
RES,residential_types,building:house,RES,Single Family Detached,RES,207.8602716618222
RES,residential_types,building:house,RES,Single Family Detached,RES,167.2072522449834
RES,residential_types,building:house,RES,Single Family Detached,RES,127.55431509142838
RES,residential_types,building:house,RES,Single Family Detached,RES,125.78430538216182
RES,residential_types,building:house,RES,Single Family Detached,RES,128.41694057932966
RES,residential_types,building:house,RES,Single Family Detached,RES,107.25474677404063
RES,residential_types,building:house,RES,Single Family Detached,RES,304.1916654488443
RES,residential_types,building:house,RES,Single Family Detached,RES,221.20971941797143
RES,residential_types,building:house,RES,Single Family Attached,RES,363.1339562794835
RES,residential_types,building:house,RES,Single Family Detached,RES,176.8784404344338
RES,residential_types,building:house,RES,Single Family Detached,RES,113.1026774678705
RES,residential_types,building:house,RES,Single Family Detached,RES,146.07749107482653
RES,residential_types,building:house,RES,Single Family Detached,RES,122.54407672765397
RES,residential_types,building:house,RES,Single Family Detached,RES,95.88111269028276
RES,residential_types,building:house,RES,Single Family Detached,RES,124.69630280981244
RES,residential_types,building:house,RES,Single Family Attached,RES,219.3165480929191
RES,residential_types,building:house,RES,Single Family Detached,RES,149.6768637653766
RES,residential_types,building:house,RES,Single Family Detached,RES,185.34359655867644
RES,residential_types,building:house,RES,Single Family Detached,RES,213.871750155962
RES,residential_types,building:house,RES,Single Family Detached,RES,110.96916091970007
RES,residential_types,building:house,RES,Single Family Attached,RES,308.1402017506491
RES,residential_types,building:house,RES,Single Family Detached,RES,206.92189300907143
RES,residential_types,building:house,RES,Single Family Detached,RES,135.82897380907673
RES,residential_types,building:house,RES,Single Family Attached,RES,219.27433563812687
RES,residential_types,building:house,RES,Multifamily,RES,202.5880652792637
RES,residential_types,building:house,RES,Single Family Detached,RES,103.94443606719773
RES,residential_types,building:house,RES,Single Family Detached,RES,93.31886965149606
RES,residential_types,building:house,RES,Single Family Detached,RES,105.89808695182126
RES,residential_types,building:house,RES,Single Family Detached,RES,192.51663522561728
RES,residential_types,building:house,RES,Single Family Detached,RES,142.47221339398993
RES,residential_types,building:house,RES,Single Family Detached,RES,189.8742896717484
RES,residential_types,building:house,RES,Single Family Detached,RES,180.96618246017812
RES,residential_types,building:house,RES,Single Family Detached,RES,189.28923207606599
RES,residential_types,building:house,RES,Single Family Detached,RES,192.23977896324328
RES,residential_types,building:house,RES,Single Family Detached,RES,148.02626000204964
RES,residential_types,building:house,RES,Single Family Detached,RES,170.8679083045079
RES,residential_types,building:house,RES,Single Family Detached,RES,152.88935619942612
RES,residential_types,building:house,RES,Single Family Detached,RES,195.44971677554526
RES,residential_types,building:house,RES,Single Family Detached,RES,130.01844259499796
RES,residential_types,building:house,RES,Single Family Detached,RES,187.65224744683564
RES,residential_types,building:house,RES,Single Family Detached,RES,151.13261934011604
RES,residential_types,building:house,RES,Single Family Detached,RES,120.96304580424436
RES,residential_types,building:house,RES,Single Family Detached,RES,177.9095413652263
RES,residential_types,building:house,RES,Single Family Detached,RES,145.00050799382547
RES,residential_types,building:house,RES,Single Family Detached,RES,158.13767851373598
RES,residential_types,building:house,RES,Single Family Detached,RES,144.3351732630939
RES,residential_types,building:house,RES,Single Family Detached,RES,238.9397015854903
RES,residential_types,building:house,RES,Single Family Detached,RES,176.4595575800398
RES,residential_types,building:house,RES,Single Family Detached,RES,121.09207148947834
RES,residential_types,building:house,RES,Single Family Detached,RES,179.48919637842383
RES,residential_types,building:apartments,RES,Multifamily,RES,1547.262087707112
RES,residential_types,building:apartments,RES,Multifamily,RES,884.4837448337289
RES,residential_types,building:apartments,RES,Multifamily,RES,856.1135736938201
RES,residential_types,building:apartments,RES,Multifamily,RES,869.3243555895976
RES,residential_types,building:apartments,RES,Multifamily,RES,858.3911953219985
RES,residential_types,building:apartments,RES,Multifamily,RES,867.0994208438591
RES,residential_types,building:house,RES,Single Family Detached,RES,113.399371118095
RES,residential_types,building:house,RES,Single Family Detached,RES,99.0936199519443
RES,residential_types,building:house,RES,Single Family Detached,RES,91.03411888852906
RES,residential_types,building:house,RES,Single Family Detached,RES,108.33753074663512
RES,residential_types,building:house,RES,Single Family Detached,RES,100.92323588639043
RES,residential_types,building:house,RES,Single Family Detached,RES,117.89977696076464
RES,residential_types,building:house,RES,Single Family Detached,RES,129.66985195413173
RES,residential_types,building:house,RES,Single Family Detached,RES,100.04381217263352
RES,residential_types,building:house,RES,Single Family Detached,RES,107.4628304097626
RES,residential_types,building:house,RES,Single Family Detached,RES,124.73206756958106
RES,residential_types,building:house,RES,Single Family Detached,RES,103.2226758996568
RES,residential_types,building:house,RES,Single Family Detached,RES,132.313174972981
RES,residential_types,building:house,RES,Single Family Detached,RES,112.33490980589264
RES,residential_types,building:house,RES,Single Family Detached,RES,110.28731714101478
RES,residential_types,building:house,RES,Single Family Detached,RES,111.55903716886121
RES,residential_types,building:house,RES,Single Family Detached,RES,108.53888175312989
RES,residential_types,building:house,RES,Single Family Detached,RES,109.91437740772763
RES,residential_types,building:house,RES,Single Family Detached,RES,158.91519773689376
RES,residential_types,building:house,RES,Single Family Detached,RES,130.81026910868448
RES,residential_types,building:house,RES,Single Family Detached,RES,128.53138209798092
RES,residential_types,building:house,RES,Single Family Detached,RES,301.6851294818098
RES,residential_types,building:house,RES,Single Family Detached,RES,189.85038756805753
RES,residential_types,building:house,RES,Single Family Detached,RES,128.8170038005983
RES,residential_types,building:house,RES,Single Family Detached,RES,196.2882523819291
RES,residential_types,building:house,RES,Single Family Detached,RES,139.58558553664037
RES,residential_types,building:house,RES,Single Family Detached,RES,187.42905344112683
RES,residential_types,building:house,RES,Single Family Detached,RES,174.97443298540855
RES,residential_types,building:house,RES,Single Family Detached,RES,124.25330887823903
RES,residential_types,building:house,RES,Single Family Detached,RES,129.54758156258924
RES,residential_types,building:house,RES,Single Family Detached,RES,136.14619187692537
RES,residential_types,building:house,RES,Single Family Detached,RES,106.02768905798197
RES,residential_types,building:house,RES,Single Family Detached,RES,116.54174346999253
RES,residential_types,building:house,RES,Single Family Detached,RES,157.85865428293664
RES,residential_types,building:house,RES,Single Family Detached,RES,204.615659156688
RES,residential_types,building:house,RES,Single Family Detached,RES,151.83988866360693
RES,residential_types,building:house,RES,Single Family Detached,RES,130.2573851204613
RES,residential_types,building:house,RES,Single Family Detached,RES,110.06296215117445
RES,residential_types,building:house,RES,Single Family Detached,RES,245.2748211908431
RES,residential_types,building:house,RES,Single Family Detached,RES,174.35321201413504
RES,residential_types,building:house,RES,Single Family Detached,RES,110.2495364422883
RES,residential_types,building:house,RES,Single Family Detached,RES,112.03412709369243
RES,residential_types,building:house,RES,Single Family Detached,RES,148.7037775990627
RES,residential_types,building:house,RES,Single Family Detached,RES,111.28594452352846
RES,residential_types,building:house,RES,Single Family Detached,RES,233.03268248340478
RES,residential_types,building:house,RES,Single Family Detached,RES,143.90107183803184
RES,residential_types,building:house,RES,Single Family Detached,RES,109.11032215081971
RES,residential_types,building:house,RES,Single Family Detached,RES,113.75705600796869
RES,residential_types,building:house,RES,Single Family Detached,RES,112.5147929732954
RES,residential_types,building:house,RES,Single Family Detached,RES,135.964949767493
RES,residential_types,building:house,RES,Single Family Detached,RES,141.5659483155331
RES,residential_types,building:house,RES,Single Family Detached,RES,174.24652058190952
RES,residential_types,building:house,RES,Single Family Detached,RES,194.62265036382433
RES,residential_types,building:house,RES,Single Family Detached,RES,114.2079529711479
RES,residential_types,building:house,RES,Single Family Detached,RES,114.75986497560919
RES,residential_types,building:house,RES,Single Family Detached,RES,119.63258049148925
RES,residential_types,building:house,RES,Single Family Detached,RES,100.36315414411405
RES,residential_types,building:house,RES,Single Family Detached,RES,139.85318611593692
RES,residential_types,building:house,RES,Single Family Detached,RES,144.98677835336767
RES,residential_types,building:house,RES,Single Family Detached,RES,156.70556452471058
RES,residential_types,building:house,RES,Single Family Detached,RES,167.9554341882217
RES,residential_types,building:house,RES,Single Family Detached,RES,96.48323447344303
RES,residential_types,building:house,RES,Single Family Detached,RES,95.1152566025491
RES,residential_types,building:house,RES,Single Family Detached,RES,108.55416256519078
RES,residential_types,building:house,RES,Single Family Detached,RES,106.30359142207931
RES,residential_types,building:house,RES,Single Family Detached,RES,108.765814478599
RES,residential_types,building:house,RES,Single Family Detached,RES,104.95956234721243
RES,residential_types,building:house,RES,Single Family Detached,RES,141.09279986402586
RES,residential_types,building:house,RES,Single Family Detached,RES,105.1000379694125
RES,residential_types,building:house,RES,Single Family Detached,RES,143.65476080336379
RES,residential_types,building:house,RES,Single Family Detached,RES,107.40680911590462
RES,residential_types,building:house,RES,Single Family Detached,RES,105.74271535360737
RES,residential_types,building:house,RES,Single Family Detached,RES,186.55299644720446
RES,residential_types,building:house,RES,Single Family Detached,RES,117.9452382488203
RES,residential_types,building:house,RES,Single Family Detached,RES,110.60897894018055
RES,residential_types,building:house,RES,Single Family Detached,RES,115.12053953267261
RES,residential_types,building:house,RES,Single Family Detached,RES,106.98151473044769
RES,residential_types,building:house,RES,Single Family Detached,RES,109.98225502244712
RES,residential_types,building:house,RES,Single Family Detached,RES,98.39106870910354
RES,residential_types,building:house,RES,Single Family Detached,RES,97.74448036675571
RES,residential_types,building:house,RES,Single Family Detached,RES,111.88926402519074
RES,residential_types,building:house,RES,Single Family Detached,RES,94.2890170086942
RES,residential_types,building:house,RES,Single Family Detached,RES,110.09519115505003
RES,residential_types,building:house,RES,Single Family Detached,RES,66.81405734474517
RES,residential_types,building:house,RES,Single Family Detached,RES,119.33009288901458
RES,residential_types,building:house,RES,Single Family Detached,RES,117.45306901164065
RES,residential_types,building:house,RES,Single Family Detached,RES,130.0863523040595
RES,residential_types,building:house,RES,Single Family Detached,RES,116.81834534914049
RES,residential_types,building:house,RES,Single Family Detached,RES,119.4930258318075
RES,residential_types,building:house,RES,Single Family Detached,RES,103.78705085035236
RES,residential_types,building:house,RES,Single Family Detached,RES,107.95733374053535
RES,residential_types,building:house,RES,Single Family Detached,RES,106.19512393891871
RES,residential_types,building:house,RES,Single Family Detached,RES,113.06698546539255
RES,residential_types,building:house,RES,Single Family Detached,RES,150.35320412103403
RES,residential_types,building:house,RES,Single Family Detached,RES,135.54105547254522
RES,residential_types,building:house,RES,Single Family Detached,RES,224.66962912333705
RES,residential_types,building:house,RES,Single Family Detached,RES,113.14762980825665
RES,residential_types,building:house,RES,Single Family Attached,RES,178.48083257769525
RES,residential_types,building:house,RES,Single Family Detached,RES,110.24779444683752
RES,residential_types,building:house,RES,Single Family Detached,RES,185.2935819600536
RES,residential_types,building:house,RES,Single Family Detached,RES,165.34554404736542
RES,residential_types,building:house,RES,Single Family Detached,RES,126.27446820692435
RES,residential_types,building:house,RES,Single Family Detached,RES,154.73900716001745
RES,residential_types,building:house,RES,Single Family Detached,RES,110.26014555989376
RES,residential_types,building:house,RES,Single Family Detached,RES,117.61182221343341
RES,residential_types,building:house,RES,Single Family Detached,RES,97.90965477452743
RES,residential_types,building:house,RES,Single Family Detached,RES,125.97317878239403
RES,residential_types,building:house,RES,Single Family Detached,RES,116.59903627067834
RES,residential_types,building:house,RES,Single Family Detached,RES,108.6052324796374
RES,residential_types,building:house,RES,Single Family Detached,RES,190.915354066289
RES,residential_types,building:house,RES,Single Family Detached,RES,99.92356544619167
RES,residential_types,building:house,RES,Single Family Detached,RES,114.65619890364039
RES,residential_types,building:house,RES,Single Family Detached,RES,136.1794577466947
RES,residential_types,building:house,RES,Single Family Detached,RES,110.51349939783566
RES,residential_types,building:house,RES,Single Family Detached,RES,109.95149593921461
RES,residential_types,building:house,RES,Single Family Detached,RES,222.143075845475
RES,residential_types,building:house,RES,Single Family Detached,RES,138.85216555573925
RES,residential_types,building:house,RES,Single Family Detached,RES,157.473532666603
RES,residential_types,building:house,RES,Single Family Detached,RES,147.96663195934292
