ID_POLYGON,SIOSE_CODE,SIOSE_XML,SUPERF_HA,CODBLQ,OBS_C,OBS_N,Shape_Leng,Shape_Area,SUP_HA,clip_area_m2,clip_area_ha,ID_COBER,CODE_ABREV,DESC_COBER,SUPERF_POR,ATRIBUTOS,org_type,old_label
018d23e8-8420-4ae3-aed3-8dadb86dd507,UEN(70EDFvd_15ZAU_10VAP_05LAA),,14.36073831114,10,,,1683.75349902266,143607.383111382,14.36073831114,143607.38311138225,14.360738311138226,812,UEN,Ensanche,100.0,,RES,ID_COBER=812 | CODE_ABREV=UEN | DESC_COBER=Ensanche | SIOSE_CODE=UEN(70EDFvd_15ZAU_10VAP_05LAA)
12ce1266-e65d-4749-9eb0-41299e1b7e03,R(65LFNsc_10EDFva_10PSTpc_10CNF_05VAP),,11.13194037872,10,,,2257.32048661656,111319.403787154,11.13194037872,111319.40378715414,11.131940378715413,600,,No Predefinida,100.0,12,N/A,ID_COBER=600 | CODE_ABREV=missing | DESC_COBER=No Predefinida | SIOSE_CODE=R(65LFNsc_10EDFva_10PSTpc_10CNF_05VAP)
0fd68f49-808b-4138-9fb5-9b9ee1b2454f,R(90PSTpc_10LFNsc),,5.14524814198,10,,,1171.58346104734,51452.481419833,5.14524814198,51452.48141983301,5.145248141983301,600,,No Predefinida,100.0,12,N/A,ID_COBER=600 | CODE_ABREV=missing | DESC_COBER=No Predefinida | SIOSE_CODE=R(90PSTpc_10LFNsc)
25949a71-e40a-4b05-b466-cff987a3fd49,TCO(EDFea),,1.04295252889,10,,,425.21003270143,10429.5252889095,1.04295252889,10429.525288909497,1.0429525288909498,841,TCO,Comercial y Oficinas,100.0,,NON_RES,ID_COBER=841 | CODE_ABREV=TCO | DESC_COBER=Comercial y Oficinas | SIOSE_CODE=TCO(EDFea)
1b717273-a26d-4118-a3af-e11c21dd587d,NRV(55VAP_40SNE_05OCT),,5.5712947751,10,,,1712.95776035045,55712.9477510083,5.5712947751,36345.24434974922,3.634524434974922,881,NRV,Red Viaria,100.0,,N/A,ID_COBER=881 | CODE_ABREV=NRV | DESC_COBER=Red Viaria | SIOSE_CODE=NRV(55VAP_40SNE_05OCT)
057ff78b-9f14-4f09-a5bd-991e28022bcd,R(75PSTpc_25LFNsc),,13.09169119575,10,,,2367.6398469479,130916.911957484,13.09169119575,130916.9119574844,13.091691195748439,600,,No Predefinida,100.0,12,N/A,ID_COBER=600 | CODE_ABREV=missing | DESC_COBER=No Predefinida | SIOSE_CODE=R(75PSTpc_25LFNsc)
08dbafdd-01a9-4a00-8e4e-a7d092cb52f5,I(70A(70PST_30MTRfr)_30RMB),,5.95492961095,10,,,4908.19512377417,59549.2961095056,5.95492961095,25873.221143516344,2.5873221143516343,600,,No Predefinida,100.0,13,N/A,ID_COBER=600 | CODE_ABREV=missing | DESC_COBER=No Predefinida | SIOSE_CODE=I(70A(70PST_30MTRfr)_30RMB)
08de9c12-1661-43c8-9f52-b000df676083,PSTpc,,2.66484255593,10,,,1252.09998654238,26648.4255593073,2.66484255593,26648.4255593073,2.66484255593073,300,PST,Pastizal,100.0,46,N/A,ID_COBER=300 | CODE_ABREV=PST | DESC_COBER=Pastizal | SIOSE_CODE=PSTpc
12bf92ed-e5db-49cf-bd92-3becb733b10c,LFNsc,,3.07284702709,10,,,1271.00473591275,30728.470270884,3.07284702709,30728.470270884027,3.0728470270884025,223,LFN,Frutales No Cítricos,100.0,31,N/A,ID_COBER=223 | CODE_ABREV=LFN | DESC_COBER=Frutales No Cítricos | SIOSE_CODE=LFNsc
10c6c690-e9dd-4523-bd18-3fef1ee7cad0,UDS(25VAP_22EDFva_21SNE_18ZAU_08OCT_06LAA),,1.2149405628,10,,,589.80987791285,12149.4056279633,1.2149405628,12149.405627963282,1.2149405627963283,813,UDS,Discontinuo,100.0,,RES,ID_COBER=813 | CODE_ABREV=UDS | DESC_COBER=Discontinuo | SIOSE_CODE=UDS(25VAP_22EDFva_21SNE_18ZAU_08OCT_06LAA)
0e3994cc-c26d-45f4-b174-e0c11415d6e5,R(55PSTpc_45LFNsc),,5.68836842384,10,,,1701.52420210644,56883.6842384443,5.68836842384,56883.68423844428,5.688368423844428,600,,No Predefinida,100.0,12,N/A,ID_COBER=600 | CODE_ABREV=missing | DESC_COBER=No Predefinida | SIOSE_CODE=R(55PSTpc_45LFNsc)
54a00e85-06c9-4391-9b9a-5031152a9009,LFNsc,,2.25309847473,10,,,798.97806570102,22530.9847472747,2.25309847473,22530.984747274688,2.253098474727469,223,LFN,Frutales No Cítricos,100.0,31,N/A,ID_COBER=223 | CODE_ABREV=LFN | DESC_COBER=Frutales No Cítricos | SIOSE_CODE=LFNsc
1454a896-6213-42ca-9f39-7afaf230be9a,EDU(80EDFea_15VAP_05ZAU),,1.11101889455,10,,,476.17425425496,11110.1889455491,1.11101889455,11110.188945549151,1.111018894554915,854,EDU,Educación,100.0,,NON_RES,ID_COBER=854 | CODE_ABREV=EDU | DESC_COBER=Educación | SIOSE_CODE=EDU(80EDFea_15VAP_05ZAU)
12869002-87b9-4562-92e3-fdaf9f63728f,CHLsc,,3.37054175585,10,,,885.60842655882,33705.4175585408,3.37054175585,33705.41755854082,3.370541755854082,212,CHL,Cultivos Herbáceos distintos de Arroz,100.0,31,N/A,ID_COBER=212 | CODE_ABREV=CHL | DESC_COBER=Cultivos Herbáceos distintos de Arroz | SIOSE_CODE=CHLsc
205f1e9a-9703-4e55-bbf6-89888a0cb055,UEN(90EDFem_10VAP),,26.15746646691,10,,,2582.19059443581,261574.664669057,26.15746646691,261574.66466905718,26.157466466905717,812,UEN,Ensanche,100.0,,RES,ID_COBER=812 | CODE_ABREV=UEN | DESC_COBER=Ensanche | SIOSE_CODE=UEN(90EDFem_10VAP)
191a77d5-7be4-46e0-bc61-6d3989e81de4,SDN,,8.67142325847,10,,,3154.31453268455,86714.2325846888,8.67142325847,86714.2325846888,8.671423258468879,333,SDN,Suelo Desnudo,100.0,,N/A,ID_COBER=333 | CODE_ABREV=SDN | DESC_COBER=Suelo Desnudo | SIOSE_CODE=SDN
1a0c0f5d-760e-447e-8b0b-a0243062e199,R(60UDS(35EDFva_25ZAU_25SNE_15ZEV)_25SDN_15LFNsc),,5.63704954276,10,,,1435.86390229721,56370.4954275624,5.63704954276,56370.49542756236,5.637049542756236,600,,No Predefinida,100.0,12,RES,ID_COBER=600 | CODE_ABREV=missing | DESC_COBER=No Predefinida | SIOSE_CODE=R(60UDS(35EDFva_25ZAU_25SNE_15ZEV)_25SDN_15LFNsc)
261e9f93-be95-4ff9-8936-27457912cc63,LFNsc,,46.21467335485,10,,,4700.30022175569,462146.733548509,46.21467335485,462146.7335485086,46.21467335485086,223,LFN,Frutales No Cítricos,100.0,31,N/A,ID_COBER=223 | CODE_ABREV=LFN | DESC_COBER=Frutales No Cítricos | SIOSE_CODE=LFNsc
34775e3a-f0ec-4591-9163-171922bdb955,LFNsc,,24.03795063677,10,,,2281.44576722752,240379.506367727,24.03795063677,240379.5063677274,24.037950636772738,223,LFN,Frutales No Cítricos,100.0,31,N/A,ID_COBER=223 | CODE_ABREV=LFN | DESC_COBER=Frutales No Cítricos | SIOSE_CODE=LFNsc
1419498c-4a0e-46f1-ac6f-4c297f7a22d3,UDS(70ZAU_15EDFva_10VAP_05LAA),,4.12722266304,10,,,1327.88198511584,41272.2266303833,4.12722266304,41272.22663038333,4.127222663038333,813,UDS,Discontinuo,100.0,,RES,ID_COBER=813 | CODE_ABREV=UDS | DESC_COBER=Discontinuo | SIOSE_CODE=UDS(70ZAU_15EDFva_10VAP_05LAA)
1741cbb3-84d6-4550-af3e-ffdbe12eff6d,UDS(29SNE_20ZAU_18EDFva_18VAP_11OCT_04LAA),,1.23089133047,10,,,486.79862321709,12308.913304663,1.23089133047,12308.913304662996,1.2308913304662996,813,UDS,Discontinuo,100.0,,RES,ID_COBER=813 | CODE_ABREV=UDS | DESC_COBER=Discontinuo | SIOSE_CODE=UDS(29SNE_20ZAU_18EDFva_18VAP_11OCT_04LAA)
1cfe965d-2f01-4575-a662-1ca71f2e38ca,ESN(55EDFea_20OCT_15VAP_10ZAU),,6.86995736993,10,,,1072.18957316197,68699.5736992817,6.86995736993,68699.57369928168,6.869957369928168,852,ESN,Sanitario,100.0,,NON_RES,ID_COBER=852 | CODE_ABREV=ESN | DESC_COBER=Sanitario | SIOSE_CODE=ESN(55EDFea_20OCT_15VAP_10ZAU)
1f8e0caf-6eb6-4e32-872f-f59de535eb6f,R(40UDS(60SNE_30EDFva_10VAP)_25LFNsc_20PSTpc_15CHLsc),,28.65046991987,10,,,3514.53772085817,286504.699198658,28.65046991987,286504.6991986578,28.65046991986578,600,,No Predefinida,100.0,12,RES,ID_COBER=600 | CODE_ABREV=missing | DESC_COBER=No Predefinida | SIOSE_CODE=R(40UDS(60SNE_30EDFva_10VAP)_25LFNsc_20PSTpc_15CHLsc)
55543dd4-0aa1-43d5-842e-8e9accfe5ff0,NCC(OCT),,1.54423703108,10,,,1617.94917714203,15442.370310779,1.54423703108,15388.117569446249,1.538811756944625,912,NCC,Conducciones y Canales,100.0,,NON_RES,ID_COBER=912 | CODE_ABREV=NCC | DESC_COBER=Conducciones y Canales | SIOSE_CODE=NCC(OCT)
1c6c5b13-a336-4018-aa92-550f58771e82,A(75PST_25MTR),,125.8727143223,10,,,9827.16537563955,1258727.14322298,125.8727143223,548146.2989483632,54.814629894836315,600,,No Predefinida,100.0,11,N/A,ID_COBER=600 | CODE_ABREV=missing | DESC_COBER=No Predefinida | SIOSE_CODE=A(75PST_25MTR)
0c13c90f-b5d6-4786-aa0e-7a306ddae85d,ESN(50EDFem_40ZAU_10VAP),,1.55305617088,10,,,514.89828927074,15530.5617088487,1.55305617088,15530.561708848672,1.5530561708848671,852,ESN,Sanitario,100.0,,NON_RES,ID_COBER=852 | CODE_ABREV=ESN | DESC_COBER=Sanitario | SIOSE_CODE=ESN(50EDFem_40ZAU_10VAP)
0a9347bc-7ad3-4e75-bf47-095016273c2a,R(50PSTpc_30LVIsc_20LFNsc),,4.5120786857,10,,,973.90003271732,45120.786856964,4.5120786857,45120.78685696398,4.512078685696398,600,,No Predefinida,100.0,12,N/A,ID_COBER=600 | CODE_ABREV=missing | DESC_COBER=No Predefinida | SIOSE_CODE=R(50PSTpc_30LVIsc_20LFNsc)
0cfdb3f0-7f7a-4378-96ad-fda486d05b42,A(65CNFpl_35PST),,5.96310593852,10,,,1639.4960619797,59631.0593851687,5.96310593852,59631.05938516872,5.963105938516872,600,,No Predefinida,100.0,11,N/A,ID_COBER=600 | CODE_ABREV=missing | DESC_COBER=No Predefinida | SIOSE_CODE=A(65CNFpl_35PST)
06dd538a-3569-4e27-a072-7833b645a36e,LFNsc,,25.83076748506,10,,,5210.01968229664,258307.674850596,25.83076748506,60688.0343676074,6.0688034367607395,223,LFN,Frutales No Cítricos,100.0,31,N/A,ID_COBER=223 | CODE_ABREV=LFN | DESC_COBER=Frutales No Cítricos | SIOSE_CODE=LFNsc
1812f63e-d321-4ff6-8859-bdb283ebe20d,NRV(VAP),,1.39989306305,10,,,1571.40728402376,13998.9306305355,1.39989306305,13998.930630535566,1.3998930630535567,881,NRV,Red Viaria,100.0,,N/A,ID_COBER=881 | CODE_ABREV=NRV | DESC_COBER=Red Viaria | SIOSE_CODE=NRV(VAP)
1e3d9c84-2e12-4011-96e4-f1241bfdf8bf,A(75CNFpl_25PST),,6.85243163199,10,,,2093.05509137125,68524.3163198713,6.85243163199,68524.31631987133,6.852431631987133,600,,No Predefinida,100.0,11,N/A,ID_COBER=600 | CODE_ABREV=missing | DESC_COBER=No Predefinida | SIOSE_CODE=A(75CNFpl_25PST)
15b1b8dc-99f5-4c98-b68a-1fd2d01b15f1,ALG,,2.07468599883,10,,,697.42090084952,20746.8599882557,2.07468599883,20746.85998825574,2.074685998825574,513,ALG,Lagos y Lagunas,100.0,,N/A,ID_COBER=513 | CODE_ABREV=ALG | DESC_COBER=Lagos y Lagunas | SIOSE_CODE=ALG
13325c05-8dd3-413d-9918-24075ab47984,UEN(30EDFem_25SNE_20ZAU_20VAP_05OCT),,14.69060278634,10,,,1736.46945567739,146906.027863382,14.69060278634,146906.02786338213,14.690602786338212,812,UEN,Ensanche,100.0,,RES,ID_COBER=812 | CODE_ABREV=UEN | DESC_COBER=Ensanche | SIOSE_CODE=UEN(30EDFem_25SNE_20ZAU_20VAP_05OCT)
16e375c1-7099-4038-9e95-c037d3bd8e31,UEN(75EDFem_15VAP_10SNE),,38.52940380066,10,,,2813.1032861438,385294.038006554,38.52940380066,385294.0380065539,38.52940380065539,812,UEN,Ensanche,100.0,,RES,ID_COBER=812 | CODE_ABREV=UEN | DESC_COBER=Ensanche | SIOSE_CODE=UEN(75EDFem_15VAP_10SNE)
0c5b8b34-9ad1-41b3-bfb4-fe35e7078540,R(60LFNsc_25UDS(75EDFva_20SNE_05VAP)_15CHLsc),,22.54304075275,10,,,2481.24077084171,225430.407527476,22.54304075275,225430.40752747594,22.543040752747594,600,,No Predefinida,100.0,12,RES,ID_COBER=600 | CODE_ABREV=missing | DESC_COBER=No Predefinida | SIOSE_CODE=R(60LFNsc_25UDS(75EDFva_20SNE_05VAP)_15CHLsc)
19594ecd-7cfa-4c56-bba9-6b4eb1a1412c,EDU(40EDFea_30VAP_25OCT_05ZAU),,1.58822917481,10,,,508.60957200649,15882.2917480743,1.58822917481,15882.291748074314,1.5882291748074315,854,EDU,Educación,100.0,,NON_RES,ID_COBER=854 | CODE_ABREV=EDU | DESC_COBER=Educación | SIOSE_CODE=EDU(40EDFea_30VAP_25OCT_05ZAU)
386b4aab-dd1a-4808-9292-d5f15c86719b,LFNsc,,6.64266281136,10,,,1462.91655253566,66426.6281135851,6.64266281136,66426.62811358506,6.642662811358506,223,LFN,Frutales No Cítricos,100.0,31,N/A,ID_COBER=223 | CODE_ABREV=LFN | DESC_COBER=Frutales No Cítricos | SIOSE_CODE=LFNsc
48d008af-5b1d-4076-a7bb-11ecf70571a2,A(45PST_30CNF_25MTR),,366.05612976751,10,,,27044.5295054229,3660561.29767511,366.05612976751,1414956.9169772156,141.49569169772155,600,,No Predefinida,100.0,11,N/A,ID_COBER=600 | CODE_ABREV=missing | DESC_COBER=No Predefinida | SIOSE_CODE=A(45PST_30CNF_25MTR)
546e2a92-c73a-4826-b37d-7d26c4724953,CHLsc,,2.49099412552,10,,,640.2771606976,24909.9412551682,2.49099412552,24909.941255168247,2.4909941255168246,212,CHL,Cultivos Herbáceos distintos de Arroz,100.0,31,N/A,ID_COBER=212 | CODE_ABREV=CHL | DESC_COBER=Cultivos Herbáceos distintos de Arroz | SIOSE_CODE=CHLsc
00d532e0-0b1b-48bc-869c-199aaf1fb345,R(92PSTpc_08EDFea),,2.62143393925,10,,,845.98142351214,26214.3393925366,2.62143393925,26214.339392536593,2.6214339392536594,600,,No Predefinida,100.0,12,N/A,ID_COBER=600 | CODE_ABREV=missing | DESC_COBER=No Predefinida | SIOSE_CODE=R(92PSTpc_08EDFea)
0e75e77e-a2b3-4914-af0d-a4845d395bb0,ECL(40EDFem_35OCT_25SNE),,1.36887629132,10,,,466.63329841311,13688.7629132131,1.36887629132,13688.76291321313,1.368876291321313,857,ECL,Cultural,100.0,,NON_RES,ID_COBER=857 | CODE_ABREV=ECL | DESC_COBER=Cultural | SIOSE_CODE=ECL(40EDFem_35OCT_25SNE)
0c24703d-ab65-4b11-9a2e-82af47144dfc,UDS(25EDFva_22SNE_20VAP_17ZAU_10OCT_06LAA),,86.67727868825,10,,,7017.25435119843,866772.786882457,86.67727868825,866772.7868824571,86.6772786882457,813,UDS,Discontinuo,100.0,,RES,ID_COBER=813 | CODE_ABREV=UDS | DESC_COBER=Discontinuo | SIOSE_CODE=UDS(25EDFva_22SNE_20VAP_17ZAU_10OCT_06LAA)
01231e6d-4cf9-4ce6-8f8f-cb8c6fce5c91,PMX(ZEV),,56.85064223017,10,,,4437.92039467334,568506.422301674,56.85064223017,567760.5739725013,56.776057397250135,833,PMX,Minero Extractivo,100.0,,NON_RES,ID_COBER=833 | CODE_ABREV=PMX | DESC_COBER=Minero Extractivo | SIOSE_CODE=PMX(ZEV)
043d8980-b9d6-422c-98c2-72b4652c7f58,I(75MTRfr_25RMB),,28.45969614809,10,,,22135.1631576547,284596.961480856,28.45969614809,83173.16663551993,8.317316663551992,600,,No Predefinida,100.0,13,N/A,ID_COBER=600 | CODE_ABREV=missing | DESC_COBER=No Predefinida | SIOSE_CODE=I(75MTRfr_25RMB)
b6ca6e01-5ee1-4ecc-a8fd-7ec61f5ec0da,R(75PST_10EDFea_05OCT_05LFNsc_05CNF),,6.81511251948,10,,,2173.7962361852,68151.1251947773,6.81511251948,68151.12519477731,6.815112519477731,600,,No Predefinida,100.0,12,NON_RES,ID_COBER=600 | CODE_ABREV=missing | DESC_COBER=No Predefinida | SIOSE_CODE=R(75PST_10EDFea_05OCT_05LFNsc_05CNF)
0cbf17dd-9524-4b00-a8de-73d407d459a8,R(50LFNsc_30PSTpc_20MTRpc),,7.17252455323,10,,,1387.48091880469,71725.2455323094,7.17252455323,71725.24553230936,7.172524553230936,600,,No Predefinida,100.0,12,N/A,ID_COBER=600 | CODE_ABREV=missing | DESC_COBER=No Predefinida | SIOSE_CODE=R(50LFNsc_30PSTpc_20MTRpc)
0105c178-4836-46ec-a784-d5d9817084d9,R(75LFNsc_25UDS(55SNE_20EDFva_15ZAU_10VAP)),,2.37659802877,10,,,754.31181625695,23765.9802876625,2.37659802877,23765.98028766249,2.376598028766249,600,,No Predefinida,100.0,12,RES,ID_COBER=600 | CODE_ABREV=missing | DESC_COBER=No Predefinida | SIOSE_CODE=R(75LFNsc_25UDS(55SNE_20EDFva_15ZAU_10VAP))
098ae6cc-104f-4829-a7cb-afb1522d34b0,MTRpc,,3.03974326078,10,,,793.86175823741,30397.4326077801,3.03974326078,30397.432607780138,3.039743260778014,320,MTR,Matorral,100.0,46,N/A,ID_COBER=320 | CODE_ABREV=MTR | DESC_COBER=Matorral | SIOSE_CODE=MTRpc
1ab7de4d-7a69-4711-898e-09b7940ccf1d,LVIsc,,13.69358468728,10,,,2031.23246838517,136935.846872811,13.69358468728,136935.84687281074,13.693584687281074,231,LVI,Viñedo,100.0,31,N/A,ID_COBER=231 | CODE_ABREV=LVI | DESC_COBER=Viñedo | SIOSE_CODE=LVIsc
290559b9-abed-4f86-817d-153f84cb476d,A(50PST_50CNFpl),,4.52431938034,10,,,1559.50736420918,45243.193803374,4.52431938034,45243.19380337395,4.524319380337395,600,,No Predefinida,100.0,11,N/A,ID_COBER=600 | CODE_ABREV=missing | DESC_COBER=No Predefinida | SIOSE_CODE=A(50PST_50CNFpl)
1979f191-99ea-41ef-8dbc-cc79506e6961,LFNsc,,6.11799422659,10,,,1932.8479270967,61179.9422658828,6.11799422659,61179.942265882804,6.11799422658828,223,LFN,Frutales No Cítricos,100.0,31,N/A,ID_COBER=223 | CODE_ABREV=LFN | DESC_COBER=Frutales No Cítricos | SIOSE_CODE=LFNsc
2734c038-d038-4f2d-becc-5b406050ca0f,LFNsc,,3.17663888716,10,,,827.64592154139,31766.3888715765,3.17663888716,31766.38887157648,3.176638887157648,223,LFN,Frutales No Cítricos,100.0,31,N/A,ID_COBER=223 | CODE_ABREV=LFN | DESC_COBER=Frutales No Cítricos | SIOSE_CODE=LFNsc
2a84857a-b59b-4dd2-a5de-062a61f8d4d4,PSTpc,,12.50594956327,10,,,2187.91476224252,125059.495632697,12.50594956327,119242.23969323939,11.92422396932394,300,PST,Pastizal,100.0,46,N/A,ID_COBER=300 | CODE_ABREV=PST | DESC_COBER=Pastizal | SIOSE_CODE=PSTpc
2ab92a31-4a31-42f4-9dea-bf3d82fe0588,R(85PSTpc_15CHLsc),,97.72141269965,10,,,11667.2346172838,977214.126996488,97.72141269965,977214.1269964883,97.72141269964884,600,,No Predefinida,100.0,12,N/A,ID_COBER=600 | CODE_ABREV=missing | DESC_COBER=No Predefinida | SIOSE_CODE=R(85PSTpc_15CHLsc)
01a38a79-7551-43a1-8ffc-a7617c543968,A(50MTR_30PST_20CNF),,6.14966787284,10,,,1368.53666275966,61496.6787284072,6.14966787284,56448.40192890202,5.644840192890202,600,,No Predefinida,100.0,11,N/A,ID_COBER=600 | CODE_ABREV=missing | DESC_COBER=No Predefinida | SIOSE_CODE=A(50MTR_30PST_20CNF)
023ed5b9-50f0-4a99-9fba-bd7827e5b6c6,R(90LFNsc_10CHLsc),,4.1767547792,10,,,1163.59718453545,41767.5477919691,4.1767547792,41767.54779196907,4.176754779196907,600,,No Predefinida,100.0,12,N/A,ID_COBER=600 | CODE_ABREV=missing | DESC_COBER=No Predefinida | SIOSE_CODE=R(90LFNsc_10CHLsc)
025de65d-8883-4490-b80a-a20b17fb8eef,R(60UDS(38SNE_25EDFva_18VAP_11ZAU_05OCT_03LAA)_40LFNsc),,2.14658524351,10,,,1123.87018755828,21465.8524350568,2.14658524351,21465.852435056786,2.1465852435056787,600,,No Predefinida,100.0,12,RES,ID_COBER=600 | CODE_ABREV=missing | DESC_COBER=No Predefinida | SIOSE_CODE=R(60UDS(38SNE_25EDFva_18VAP_11ZAU_05OCT_03LAA)_40LFNsc)
0302d134-54f0-4918-831b-d65bd2252e45,EDP(50ZAU_25VAP_25OCT),,2.09505052303,10,,,797.60337474291,20950.5052303248,2.09505052303,20950.505230324754,2.095050523032475,858,EDP,Deportivo,100.0,,NON_RES,ID_COBER=858 | CODE_ABREV=EDP | DESC_COBER=Deportivo | SIOSE_CODE=EDP(50ZAU_25VAP_25OCT)
0daba5a5-cdb0-4ea7-9682-8e251a3afce3,CHLsc,,2.8450750706,10,,,734.67499072754,28450.7507060323,2.8450750706,28450.750706032246,2.8450750706032246,212,CHL,Cultivos Herbáceos distintos de Arroz,100.0,31,N/A,ID_COBER=212 | CODE_ABREV=CHL | DESC_COBER=Cultivos Herbáceos distintos de Arroz | SIOSE_CODE=CHLsc
2358c55c-96e0-4c8c-81dd-9e986bc4596c,LOLsc,,6.63029565456,10,,,1201.73565415431,66302.9565455881,6.63029565456,66302.95654558812,6.630295654558813,232,LOL,Olivar,100.0,31,N/A,ID_COBER=232 | CODE_ABREV=LOL | DESC_COBER=Olivar | SIOSE_CODE=LOLsc
48edee1e-9d8b-4fc1-a6ee-cb982b4fa1fe,I(75MTRfr_25RMB),,5.06873494793,10,,,2909.78319774039,50687.3494793366,5.06873494793,40534.571495467746,4.053457149546775,600,,No Predefinida,100.0,13,N/A,ID_COBER=600 | CODE_ABREV=missing | DESC_COBER=No Predefinida | SIOSE_CODE=I(75MTRfr_25RMB)
ad23c9c3-cc27-45a0-9507-dddfe6e657de,R(75LFNsc_25UDS(60ZAU_15EDFea_15VAP_10LAA)),,3.51831986553,10,,,1122.71078454852,35183.1986553166,3.51831986553,35183.19865531662,3.518319865531662,600,,No Predefinida,100.0,12,RES,ID_COBER=600 | CODE_ABREV=missing | DESC_COBER=No Predefinida | SIOSE_CODE=R(75LFNsc_25UDS(60ZAU_15EDFea_15VAP_10LAA))
